Quadrant,ASN,CC,Cone,Percentile,Name
Q2: THE VICTIMS,4750,TH,59,83.8271186440678,CS LOXINFO PUBLIC COMPANY LIMITED
Q2: THE VICTIMS,17433,HK,57,66.29047619047618,Hytron Network Services Limited
Q2: THE VICTIMS,26677,CA,57,67.96170212765956,ORION
Q2: THE VICTIMS,56258,ID,56,85.49811320754716,PT PGAS Telekomunikasi Nusantara
Q2: THE VICTIMS,8449,KG,55,83.24871794871794,"""ElCat"" Ltd."
Q2: THE VICTIMS,55818,ID,55,91.69189189189188,Matrix Cable Internet Exchange
Q2: THE VICTIMS,150748,BD,54,95.97826086956522,Gmax
Q2: THE VICTIMS,35699,ES,54,74.52727272727273,Adamo Telecom Iberia S.A.
Q2: THE VICTIMS,6768,UA,54,68.16818181818182,"""EUROTELE-PLUS"" LLC"
Q2: THE VICTIMS,30058,US,54,79.21785714285714,FDCservers.net
Q2: THE VICTIMS,8764,LT,54,60.56304347826087,"Telia Lietuva, AB"
Q2: THE VICTIMS,58656,BD,53,97.53061224489795,bdHUB Limited
Q2: THE VICTIMS,24748,PL,53,80.76153846153846,THINX WAW Route Servers
Q2: THE VICTIMS,4780,TW,53,79.65370370370371,Digital United Inc.
Q2: THE VICTIMS,24516,AU,52,64.7720930232558,Virtutel Pty Ltd
Q2: THE VICTIMS,42,US,51,79.41111111111111,"WoodyNet, Inc."
Q2: THE VICTIMS,136334,IN,51,84.49249999999999,Vortex Netsol Private Limited
Q2: THE VICTIMS,58212,DE,50,87.96666666666667,dataforest GmbH
Q2: THE VICTIMS,6774,BE,50,69.75142857142858,BICS (Belgacom)
Q2: THE VICTIMS,8849,LT,49,75.0,Melbikomas UAB
Q2: THE VICTIMS,8926,MD,46,81.81555555555555,Moldtelecom SA
Q2: THE VICTIMS,13249,UA,45,61.66060606060606,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP"""
Q2: THE VICTIMS,8932,AM,45,79.10967741935484,Ucom CJSC
Q2: THE VICTIMS,49600,ES,45,78.54871794871795,"NEAR IP, S.L."
Q2: THE VICTIMS,48678,TR,45,92.13953488372093,PENTECH BILISIM TEKNOLOJILERI SANAYI VE TICARET LIMITED SIRKETi
Q2: THE VICTIMS,140641,IN,45,73.0,YOTTA NETWORK SERVICES PRIVATE LIMITED
Q2: THE VICTIMS,45474,SG,45,61.14,Nexusguard Pte. Ltd.
Q2: THE VICTIMS,137085,IN,45,91.57428571428571,ANO Broadband Service Pvt Ltd
Q2: THE VICTIMS,58945,BD,44,97.5609756097561,Virgo Communication Ltd
Q2: THE VICTIMS,135718,IN,44,99.42162162162163,DISHAWAVES INFONET PVT. LTD
Q2: THE VICTIMS,44306,HR,44,77.34,OMONIA d.o.o.
Q2: THE VICTIMS,41313,BG,44,62.68333333333333,"""NOVATEL"" EOOD"
Q2: THE VICTIMS,3170,GB,44,73.5047619047619,VeloxServ Communications Ltd
Q2: THE VICTIMS,138423,PK,43,91.95714285714286,CMPak Limited
Q2: THE VICTIMS,38264,PK,43,69.7342857142857,Wateen Telecom
Q2: THE VICTIMS,43061,SI,42,84.25238095238095,Stelkom d.o.o.
Q2: THE VICTIMS,141731,BD,42,97.84651162790696,Max Hub Limited
Q2: THE VICTIMS,15440,LT,41,71.33589743589744,"UAB ""Baltnetos komunikacijos"""
Q2: THE VICTIMS,9902,KH,41,86.66333333333334,NTC Neocom
Q2: THE VICTIMS,45430,TH,41,74.73513513513512,SBN-IIG/AWN-IIG transit provider
Q2: THE VICTIMS,212330,IQ,41,97.45625,"Civilisation Information Technology, communication and internet services Co., LTD"
Q2: THE VICTIMS,55330,AF,41,79.0142857142857,Afghan Telecom
Q2: THE VICTIMS,6205,TR,41,90.27317073170731,HizliNet Teknoloji A.S.
Q2: THE VICTIMS,58678,IN,40,94.490625,Intech Online Private Limited
Q2: THE VICTIMS,23688,BD,39,100.0,Link3 Technologies Ltd.
Q2: THE VICTIMS,6424,PT,39,73.97368421052632,EDGOO NETWORKS
Q2: THE VICTIMS,35179,PL,39,65.428125,Korbank S. A.
Q2: THE VICTIMS,137367,ID,39,78.18333333333334,PT iForte Solusi Infotek
Q2: THE VICTIMS,206810,RU,38,67.22333333333333,"GUP DNR ""UGLETELECOM"""
Q2: THE VICTIMS,9268,AU,38,64.87058823529412,Over The Wire Pty Ltd
Q2: THE VICTIMS,28910,UZ,38,70.20416666666667,"""Uzbektelekom"" Joint Stock Company"
Q2: THE VICTIMS,49100,IR,38,74.44146341463414,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
Q2: THE VICTIMS,34250,UZ,38,66.5578947368421,Uzbektelekom (UzPAK)
Q2: THE VICTIMS,134823,TW,38,86.42564102564103,"Sky Digital Co., Ltd."
Q2: THE VICTIMS,263276,BR,37,63.8138888888889,BBG TELECOM LTDA
Q2: THE VICTIMS,132215,IN,37,82.78157894736842,Powergrid Teleservices Limited
Q2: THE VICTIMS,135905,VN,37,71.45882352941176,Vietnam P&T
Q2: THE VICTIMS,2588,LV,37,77.21842105263158,Bite Latvia
Q2: THE VICTIMS,263774,AR,37,92.7657142857143,MARANDU COMUNICACIONES SOCIEDAD DEL ESTADO
Q2: THE VICTIMS,6799,GR,37,64.10833333333333,Ote SA (Hellenic Telecommunications Organisation)
Q2: THE VICTIMS,45352,MY,37,67.75555555555556,IP ServerOne Solutions Sdn. Bhd.
Q2: THE VICTIMS,45629,TH,36,67.90833333333333,JasTel Network International Gateway
Q2: THE VICTIMS,196925,AZ,36,73.66296296296296,AZERTELECOM LLC
Q2: THE VICTIMS,149765,BD,36,96.45161290322581,Coronet Corporation Limited
Q2: THE VICTIMS,138997,HK,36,79.715,Eons Data Communications Limited
Q2: THE VICTIMS,42739,PL,36,65.5741935483871,Hawe Telekom S.A. in Restructuring
Q2: THE VICTIMS,4229,US,36,89.209375,Zenlayer Inc
Q2: THE VICTIMS,38235,KH,36,86.26578947368421,ANGKOR DATA COMMUNICATION
Q2: THE VICTIMS,5610,CZ,35,69.36176470588236,"O2 Czech Republic, a.s."
Q2: THE VICTIMS,4768,NZ,34,69.88378378378378,One New Zealand Group Limited
Q2: THE VICTIMS,58299,CH,34,86.53125,Openfactory GmbH
Q2: THE VICTIMS,24088,VN,34,86.21851851851852,Hanoi Telecom Joint Stock Company - HCMC Branch
Q2: THE VICTIMS,17501,NP,34,95.85161290322581,WorldLink Communications Pvt Ltd
Q2: THE VICTIMS,15836,MD,34,69.8,Arax-Impex s.r.l.
Q2: THE VICTIMS,63961,BD,34,99.39393939393939,Bangladesh Research and Education Network (BdREN)
Q2: THE VICTIMS,24323,BD,34,95.61891891891892,aamra networks limited
Q2: THE VICTIMS,53427,US,32,71.38108108108108,TGLOBAL NETWORKS
Q2: THE VICTIMS,263238,EC,32,79.92162162162163,Eliana Vanessa Morocho Oña
Q2: THE VICTIMS,58115,CH,32,78.29553072625698,SwissIX Internet Exchange
Q2: THE VICTIMS,133001,IN,32,94.05714285714285,Airnet Cable And Datacom Pvt Ltd
Q2: THE VICTIMS,49544,NL,32,88.171875,i3D.net B.V
Q2: THE VICTIMS,4007,NP,32,96.71724137931035,"Subisu Cablenet (Pvt) Ltd, Baluwatar, Kathmandu, Nepal"
Q2: THE VICTIMS,151690,IN,31,95.76428571428572,FAB FIVE NETWORK PRIVATE LIMITED
Q2: THE VICTIMS,48648,UA,31,88.84482758620689,K-Link LLC
Q2: THE VICTIMS,27947,EC,30,75.9470588235294,Telconet S.A
Q2: THE VICTIMS,29278,HU,30,86.33928571428571,Rackhost Zrt.
Q2: THE VICTIMS,16010,GE,30,65.496875,Magticom Ltd.
Q2: THE VICTIMS,25184,IR,30,85.48387096774194,Afranet
Q2: THE VICTIMS,3327,NL,30,61.7125,CITIC Telecom CPC Netherlands B.V.
Q2: THE VICTIMS,55352,IN,30,86.55666666666666,Microscan Internet Limited
Q2: THE VICTIMS,133720,IN,30,100.0,Zess Networks Private Limited
Q2: THE VICTIMS,38082,TH,29,78.69545454545454,"True International Gateway Co., Ltd."
Q2: THE VICTIMS,18002,IN,29,83.65172413793104,World Phone Internet Services Pvt. Ltd
Q2: THE VICTIMS,60976,IR,29,79.3103448275862,Parsan Lin Co. PJS
Q2: THE VICTIMS,45274,NP,29,98.068,WorldLink International Transit Services
Q2: THE VICTIMS,396356,US,29,83.484,Latitude.sh
Q2: THE VICTIMS,398465,US,28,68.54782608695652,Rackdog LLC
Q2: THE VICTIMS,62206,UA,28,93.125,Pitline Ltd
Q2: THE VICTIMS,38182,MY,28,67.5925925925926,Extreme Broadband
Q2: THE VICTIMS,61231,GB,28,62.714814814814815,Neos Networks (SSE PLC)
Q2: THE VICTIMS,21320,NL,28,61.71764705882353,GEANT Vereniging
Q2: THE VICTIMS,63956,AU,28,72.9,5G NETWORK OPERATIONS PTY LTD
Q2: THE VICTIMS,6057,UY,27,63.61785714285714,Administracion Nacional de Telecomunicaciones
Q2: THE VICTIMS,31549,IR,27,68.96551724137932,Aria Shatel PJSC
Q2: THE VICTIMS,397423,US,27,76.71785714285714,Tier.Net Technologies LLC
Q2: THE VICTIMS,61049,GB,27,81.02272727272727,Exascale Ltd
Q2: THE VICTIMS,9125,RS,27,62.4,Orion telekom d.o.o.
Q2: THE VICTIMS,12843,DE,27,79.19354838709677,TelemaxX Telekommunikation GmbH
Q2: THE VICTIMS,55821,PH,27,65.36399999999999,"RADIUS TELECOMS, INC."
Q2: THE VICTIMS,399855,US,27,66.66666666666667,"Keystone REN, LLC"
Q2: THE VICTIMS,136255,MM,26,80.66571428571429,Mytel Myanmar
Q2: THE VICTIMS,55808,TH,26,66.4,Triple T Broadband Public Company Limited
Q2: THE VICTIMS,51074,IR,26,75.0,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
Q2: THE VICTIMS,132116,IN,26,77.5695652173913,Ani Network Pvt Ltd
Q2: THE VICTIMS,24631,IR,26,91.79130434782608,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
Q2: THE VICTIMS,9230,BD,26,97.33200000000001,Bangladesh Online Ltd.
Q2: THE VICTIMS,9886,HK,25,77.28928571428571,CTCSCI TECH LIMITED
Q2: THE VICTIMS,135391,HK,25,75.83500000000001,"Aofei Data International Co., Ltd."
Q2: THE VICTIMS,56595,GB,25,63.62916666666666,Fluency Communications Ltd
Q2: THE VICTIMS,25454,MD,25,79.86666666666666,Orange Moldova S.A.
Q2: THE VICTIMS,11556,PA,25,68.4391304347826,Cable & Wireless Panama
Q2: THE VICTIMS,49666,IR,25,75.82222222222222,Telecommunication Infrastructure Company
Q2: THE VICTIMS,62240,GB,25,74.625,Clouvider Limited
Q2: THE VICTIMS,24186,IN,25,88.71428571428571,RailTel Corporation of India Ltd
Q2: THE VICTIMS,12615,BG,25,84.7925925925926,Global Communication Net Plc
Q2: THE VICTIMS,49127,NL,25,76.05,Asimo Networks B.V.
Q2: THE VICTIMS,29467,LU,25,87.792,LUXNETWORK S.A.
Q2: THE VICTIMS,61512,PY,24,81.948,GIG@NET SOCIEDAD ANONIMA
Q2: THE VICTIMS,12189,US,24,87.756,PhoenixNAP LLC
Q2: THE VICTIMS,2603,DK,24,60.00714285714286,NORDUnet
Q2: THE VICTIMS,8048,VE,24,77.15238095238095,"CANTV Servicios, Venezuela"
Q2: THE VICTIMS,265377,BR,24,63.793103448275865,FLASH NET TELECOMUNICACOES LTDA - ME
Q2: THE VICTIMS,35133,NL,24,93.72571428571429,Eranium B.V.
Q2: THE VICTIMS,203214,IQ,24,84.73703703703704,Hulum Almustakbal Company
Q2: THE VICTIMS,6736,IR,24,77.9875,Institute for Research in Fundamental Sciences
Q2: THE VICTIMS,39801,FR,24,80.76071428571429,France-IX L3 Services
Q2: THE VICTIMS,55329,KH,24,91.23809523809524,Telcotech Ltd.
Q2: THE VICTIMS,38758,ID,24,88.46153846153847,PT Hipernet Indodata
Q2: THE VICTIMS,8517,TR,24,84.0909090909091,National Academic Network and Information Center
Q2: THE VICTIMS,12387,CH,24,74.0,TON Total optical Networks AG
Q2: THE VICTIMS,58470,PK,23,89.66,Jazz Pakistan
Q2: THE VICTIMS,17806,BD,23,93.49047619047619,Mango Teleservices
Q2: THE VICTIMS,18013,HK,23,67.8,ASLINE LIMITED
Q2: THE VICTIMS,60446,TR,23,90.76666666666667,Datema Bilisim Ticaret Anonim Sirketi
Q2: THE VICTIMS,6846,UA,23,73.91304347826087,"Joint Ukrainan-German Enterprise ""INFOCOM"" LLC"
Q2: THE VICTIMS,23470,US,23,81.14285714285714,ReliableSite.Net LLC
Q2: THE VICTIMS,136168,MM,23,85.13333333333334,Campana MYTHIC Co. Ltd.
Q2: THE VICTIMS,47734,RO,23,71.67068965517241,Telecom IT Solutions SRL
Q2: THE VICTIMS,141898,ID,23,73.91304347826087,PT Milenial Inti Telekomunikasi
Q2: THE VICTIMS,983,US,23,73.20357142857142,Akari Networks LLC
Q2: THE VICTIMS,21826,VE,23,69.08214285714286,Corporación Telemic C.A. (Inter)
Q2: THE VICTIMS,9129,ZA,23,61.75238095238095,MTN Business Kenya
Q2: THE VICTIMS,133676,IN,22,96.82380952380952,Precious netcom pvt ltd
Q2: THE VICTIMS,38203,BD,22,96.95652173913044,ADN Telecom Ltd.
Q2: THE VICTIMS,24514,MY,22,60.98,MINISTRY OF HIGHER EDUCATION MALAYSIA
Q2: THE VICTIMS,376,CA,22,77.73157894736842,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
Q2: THE VICTIMS,27717,VE,22,72.97500000000001,Corporacion Digitel C.A.
Q2: THE VICTIMS,16347,FR,22,60.04347826086956,ADISTA SAS
Q2: THE VICTIMS,58629,BD,22,95.95652173913044,Global Fair Communications Ltd.
Q2: THE VICTIMS,40581,US,22,64.16499999999999,Arkansas Research and Education Optical Network
Q2: THE VICTIMS,45588,BD,22,96.76111111111112,"Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider."
Q2: THE VICTIMS,205132,BG,22,95.65217391304348,Vivacom Bulgaria EAD
Q2: THE VICTIMS,133385,MM,22,89.16,Atom Myanmar Limited
Q2: THE VICTIMS,203446,GB,22,79.75,SMARTNET LIMITED
Q2: THE VICTIMS,17625,IN,22,89.21764705882353,BlazeNet's Network
Q2: THE VICTIMS,48422,UA,22,70.83333333333333,IT-STARCOM LLC
Q2: THE VICTIMS,21277,IQ,22,82.725,Allay Nawroz Telecom Company for Communication/Ltd.
Q2: THE VICTIMS,62403,DE,21,94.03478260869566,PletX GmbH
Q2: THE VICTIMS,58463,ID,21,87.64482758620689,PT PGAS Telekomunikasi Nusantara
Q2: THE VICTIMS,9723,AU,21,80.0,iseek Communications Pty Ltd
Q2: THE VICTIMS,53587,US,21,91.85499999999999,"AZURE TECHNOLOGY CO., LIMITED"
Q2: THE VICTIMS,133275,IN,20,93.33333333333333,Gigantic Infotel Pvt Ltd
Q2: THE VICTIMS,135636,ID,20,85.71428571428571,PT RackH Lintas Asia
Q2: THE VICTIMS,56264,BD,20,93.24375,Tomato Web (Pvt) Limited
Q2: THE VICTIMS,62610,US,20,95.02857142857144,Zenlayer Inc
Q2: THE VICTIMS,39180,FR,20,76.08695652173913,LASOTEL SAS
Q2: THE VICTIMS,273478,BR,20,66.07142857142857,Sage Networks
Q2: THE VICTIMS,27988,AR,20,86.14090909090909,Servicios y Telecomunicaciones S.A.
Q2: THE VICTIMS,138886,ID,20,75.62,PT Data Buana Nusantara
Q2: THE VICTIMS,8309,FR,20,64.28571428571429,SIPARTECH SAS
Q2: THE VICTIMS,23956,BD,20,95.53703703703704,AmberIT Limited
Q3: WASTED TECH,3356,US,65297,33.48003034901365,Lumen (Level 3)
Q3: WASTED TECH,174,US,64638,43.77431889236266,"Cogent Communications, LLC"
Q3: WASTED TECH,6461,US,42904,32.67753264295363,Zayo Bandwidth
Q3: WASTED TECH,3216,RU,36753,31.873556581986143,Vimpelcom PJSC
Q3: WASTED TECH,3257,US,30050,49.99240576496674,GTT Communications Inc.
Q3: WASTED TECH,34927,CH,30038,33.89308641975309,iFog GmbH
Q3: WASTED TECH,213241,BE,27984,0.0,TECHIT.BE SRL
Q3: WASTED TECH,20485,RU,26480,37.09761549925484,TransTeleCom JSC
Q3: WASTED TECH,29632,DE,23700,30.650980392156864,Netassist International EOOD
Q3: WASTED TECH,13335,US,18059,44.640065861690445,"Cloudflare, Inc."
Q3: WASTED TECH,20473,US,14661,51.02191489361702,"The Constant Company, LLC"
Q3: WASTED TECH,212024,FR,14312,0.0,Marc Schmitt
Q3: WASTED TECH,56655,NO,13293,56.02833333333333,Gigahost AS
Q3: WASTED TECH,4826,AU,11923,51.39241071428571,Vocus Connect International Backbone
Q3: WASTED TECH,12389,RU,11213,37.023097112860896,Rostelecom PJSC
Q3: WASTED TECH,9498,IN,7889,57.15150837988827,Bharti Airtel Ltd.
Q3: WASTED TECH,7575,AU,7439,36.797826086956526,Australian Academic and Research Network (AARNet)
Q3: WASTED TECH,8220,GB,6665,44.89423984891407,COLT
Q3: WASTED TECH,9304,HK,5202,48.46294416243655,HGC Global Communications Limited
Q3: WASTED TECH,7018,US,5172,15.343228039809604,"AT&T Enterprises, LLC"
Q3: WASTED TECH,58057,CH,4902,42.64328358208955,Securebit AG
Q3: WASTED TECH,4637,HK,4588,53.86596306068602,Telstra International Limited
Q3: WASTED TECH,3320,DE,4464,56.01197511664074,Deutsche Telekom AG
Q3: WASTED TECH,8218,FR,4249,52.32464788732395,Zayo Europe
Q3: WASTED TECH,701,US,4205,18.27163577759871,Verizon Business
Q3: WASTED TECH,15830,NL,3696,33.24366812227075,"Equinix, Inc."
Q3: WASTED TECH,22652,CA,3414,36.293670886075944,Videotron Ltee
Q3: WASTED TECH,31133,RU,2645,45.141962774957705,MegaFon PJSC
Q3: WASTED TECH,32787,US,2524,27.07560975609756,Akamai (Prolexic)
Q3: WASTED TECH,16735,BR,2405,34.99801801801802,Algar Telecom
Q3: WASTED TECH,4755,IN,2381,55.432977303070764,TATA Communications (formerly VSNL)
Q3: WASTED TECH,852,CA,2131,22.65,TELUS Communications Inc.
Q3: WASTED TECH,1764,AT,1814,46.928682170542636,Next Layer Telecommunications
Q3: WASTED TECH,14840,BR,1583,47.0721881390593,BR.DIGITAL 
Q3: WASTED TECH,53062,BR,1537,40.78925,ALT | GRUPO BRASIL TECPAR
Q3: WASTED TECH,8359,RU,1419,31.706739130434784,MTS PJSC
Q3: WASTED TECH,46887,US,1358,19.316782522343594,Crown Castle Fiber LLC
Q3: WASTED TECH,1257,EU,1262,52.99562841530055,Tele2 Sverige AB
Q3: WASTED TECH,29504,CZ,1175,0.0,"Freenet Liberec, z.s."
Q3: WASTED TECH,20764,RU,1156,58.330830039525694,CJSC RASCOM
Q3: WASTED TECH,14907,US,1133,0.0,Wikimedia Foundation Inc.
Q3: WASTED TECH,4230,BR,1116,29.55927977839335,Claro (Embratel)
Q3: WASTED TECH,4766,KR,1002,5.474285714285714,Korea Telecom
Q3: WASTED TECH,13786,US,901,59.356521739130436,"Seaborn (Seabras USA, LLC)"
Q3: WASTED TECH,201054,PL,893,54.69444444444444,Stowarzyszenie e-Poludnie
Q3: WASTED TECH,37468,AO,882,57.52950819672131,Angola Cables
Q3: WASTED TECH,61832,BR,661,36.16731517509728,Giga+ Empresas
Q3: WASTED TECH,577,CA,654,29.111023622047245,Bell Canada
Q3: WASTED TECH,61568,BR,643,43.0313829787234,ALOO TELECOM - FSF TECNOLOGIA SA
Q3: WASTED TECH,3549,US,552,33.84072948328268,Lumen (fka. Global Crossing)
Q3: WASTED TECH,37100,MU,549,42.48274509803922,SEACOM Limited
Q3: WASTED TECH,9318,KR,542,4.505135135135135,SK Broadband Co Ltd
Q3: WASTED TECH,209,US,539,12.248958333333334,Lumen (ex. Qwest)
Q3: WASTED TECH,6327,CA,533,34.086934673366834,Shaw Communications
Q3: WASTED TECH,22773,US,510,28.264556962025317,Cox Communications Inc.
Q3: WASTED TECH,1273,EU,498,57.83172413793104,Vodafone Group PLC
Q3: WASTED TECH,10429,BR,498,33.500347222222224,Vivo (TELEFÔNICA BRASIL)
Q3: WASTED TECH,1221,AU,479,54.768794326241135,Telstra Limited
Q3: WASTED TECH,11537,US,429,0.0,Internet2
Q3: WASTED TECH,267613,BR,427,44.18827160493827,ELETRONET S.A.
Q3: WASTED TECH,29535,PL,425,57.57427536231884,Orange Polska Spolka Akcyjna
Q3: WASTED TECH,50607,PL,422,49.63986254295533,Stowarzyszenie e-Poludnie
Q3: WASTED TECH,2497,JP,412,49.23802083333334,Internet Initiative Japan Inc.
Q3: WASTED TECH,54004,US,412,52.598456790123464,Cablevision Lightpath LLC
Q3: WASTED TECH,3326,UA,406,50.67443946188341,Datagroup PJSC
Q3: WASTED TECH,4134,CN,383,4.621276595744681,China Telecom Backbone
Q3: WASTED TECH,17676,JP,377,58.11153846153846,SoftBank Corp.
Q3: WASTED TECH,271253,BR,361,38.7245,LINK BRASIL TELECOMUNICACOES LTDA
Q3: WASTED TECH,5617,PL,359,53.95272727272727,Orange Polska Spolka Akcyjna
Q3: WASTED TECH,7029,US,335,27.37394636015326,Windstream Communications LLC
Q3: WASTED TECH,7474,AU,328,42.242131979695436,SingTel Optus Pty Ltd
Q3: WASTED TECH,7545,AU,324,39.335034013605444,TPG Telecom Limited
Q3: WASTED TECH,22381,BR,322,42.30993788819875,SAMM (Megatelecom)
Q3: WASTED TECH,6730,CH,285,49.3055,Sunrise GmbH
Q3: WASTED TECH,62081,PL,283,52.23167938931298,Stowarzyszenie e-Poludnie
Q3: WASTED TECH,28368,BR,281,33.333333333333336,Wirelink (Sobralnet)
Q3: WASTED TECH,33491,US,276,33.83534136546185,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,52965,BR,272,41.10671140939597,1Telecom
Q3: WASTED TECH,20115,US,269,37.17619047619047,Charter Communications LLC
Q3: WASTED TECH,10796,US,258,24.406521739130437,Charter Communications Inc
Q3: WASTED TECH,23106,BR,246,41.542307692307695,American Tower Brasil
Q3: WASTED TECH,5650,US,244,30.812785388127853,Verizon (fka. Frontier)
Q3: WASTED TECH,812,CA,236,22.28846153846154,Rogers Communications Canada Inc.
Q3: WASTED TECH,11432,BR,232,34.95,Telium Telecomunicações Ltda
Q3: WASTED TECH,269194,BR,232,40.20769230769231,ST1 INTERNET
Q3: WASTED TECH,53181,BR,231,48.45594405594405,K2 Telecom e Multimidia LTDA ME
Q3: WASTED TECH,263009,BR,229,46.519999999999996,FORTE TELECOM LTDA.
Q3: WASTED TECH,31027,DK,227,55.085119047619045,GlobalConnect A/S
Q3: WASTED TECH,12874,IT,225,44.211940298507464,Fastweb SpA
Q3: WASTED TECH,131111,ID,222,0.0,PT Mora Telematika Indonesia Tbk
Q3: WASTED TECH,28598,BR,208,39.304310344827584,MOB
Q3: WASTED TECH,53667,US,195,33.98344370860927,FranTech Solutions
Q3: WASTED TECH,53087,BR,195,46.694392523364485,TELY Ltda.
Q3: WASTED TECH,8881,DE,194,50.66287425149701,1&1 Versatel GmbH
Q3: WASTED TECH,11404,US,192,34.98467153284671,Wave Broadband
Q3: WASTED TECH,8447,AT,190,43.836363636363636,A1 Telekom Austria AG
Q3: WASTED TECH,28146,BR,186,37.073,MHNET TELECOM
Q3: WASTED TECH,262589,BR,185,55.71752577319588,SAMM (Internexa)
Q3: WASTED TECH,11164,US,183,46.93571428571429,Internet2 I2PX
Q3: WASTED TECH,7922,US,183,48.815929203539824,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,32098,US,182,38.5,Flō Networks (Transtelco Inc.)
Q3: WASTED TECH,702,US,181,20.336094674556215,Verizon Business - EMEA
Q3: WASTED TECH,265269,BR,177,33.98717948717949,MEGA TELE INFORMATICA
Q3: WASTED TECH,11664,AR,177,56.214615384615385,Techtel LMDS Comunicaciones Interactivas S.A.
Q3: WASTED TECH,36236,US,174,59.88019801980197,"NetActuate, Inc"
Q3: WASTED TECH,13649,US,171,15.373595505617978,Flexential Colorado Corp.
Q3: WASTED TECH,3269,IT,171,36.16047904191617,TIM S.p.A. (fka. Telecom Italia S.p.A.)
Q3: WASTED TECH,20001,US,166,20.533566433566435,Charter Communications Inc
Q3: WASTED TECH,33651,US,160,26.248255813953488,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,7015,US,158,31.598148148148145,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,2856,GB,158,26.191724137931036,British Telecommunications
Q3: WASTED TECH,7738,BR,156,43.20917431192661,V.tal
Q3: WASTED TECH,26615,BR,153,40.646341463414636,TIM S/A
Q3: WASTED TECH,52925,BR,151,31.08490566037736,Ascenty Data Centers e Telecomunicações S/A
Q3: WASTED TECH,13760,US,149,30.0140625,Uniti Fiber Holdings Inc.
Q3: WASTED TECH,15694,PL,148,34.54201680672269,Atman Sp. z o.o.
Q3: WASTED TECH,17995,ID,147,51.97111111111111,PT iForte Global Internet
Q3: WASTED TECH,4788,MY,146,57.544,TM Technology Services Sdn. Bhd.
Q3: WASTED TECH,11427,US,145,18.4484375,Charter Communications Inc
Q3: WASTED TECH,23005,US,142,16.940425531914894,"SWITCH, LTD"
Q3: WASTED TECH,33667,US,142,21.7248322147651,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,327727,UG,139,56.90714285714286,C-Squared Limited
Q3: WASTED TECH,33657,US,138,26.650381679389312,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,33287,US,137,21.621374045801527,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,52573,BR,136,44.83518518518518,Une Telecom Ltda
Q3: WASTED TECH,57821,DE,136,0.0,Nonattached Network e.V.
Q3: WASTED TECH,53013,BR,134,59.387790697674426,Ufinet Brasil (WixNet do Brasil)
Q3: WASTED TECH,3209,DE,132,58.54782608695652,Vodafone GmbH
Q3: WASTED TECH,12129,US,129,51.34615384615385,"123.Net, Inc."
Q3: WASTED TECH,55002,US,127,42.29191919191919,"F5, Inc."
Q3: WASTED TECH,28260,BR,124,43.9780487804878,ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP
Q3: WASTED TECH,8400,RS,123,52.38928571428571,Telekom Srbija a.d.
Q3: WASTED TECH,28329,BR,121,34.73444444444444,SAMM  (G8/Megatelecom)
Q3: WASTED TECH,3292,DK,121,57.45054945054945,TDC Holding A/S
Q3: WASTED TECH,2152,US,120,10.255952380952381,CENIC - CalREN
Q3: WASTED TECH,44324,US,119,20.45657894736842,MoeDove LLC
Q3: WASTED TECH,7016,US,118,21.12051282051282,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,11172,MX,112,31.092473118279568,"Alestra, S. de R.L. de C.V."
Q3: WASTED TECH,9790,NZ,111,54.59615384615385,Two Degrees Networks Limited
Q3: WASTED TECH,4837,CN,111,19.32741935483871,China Unicom Backbone
Q3: WASTED TECH,6079,US,111,31.32111111111111,Astound (fka. RCN)
Q3: WASTED TECH,8167,BR,110,47.56071428571428,V.tal
Q3: WASTED TECH,6855,SK,109,46.159433962264146,"Slovak Telekom, a.s."
Q3: WASTED TECH,2764,AU,107,38.07241379310344,AAPT Limited
Q3: WASTED TECH,28343,BR,107,35.33536585365854,Unifique Telecomunicações SA
Q3: WASTED TECH,268696,BR,106,58.7768115942029,Tuddo Telecom Ltda.
Q3: WASTED TECH,41798,KZ,105,57.05714285714286,JSC Transtelecom
Q3: WASTED TECH,28126,BR,103,32.336708860759494,BRISANET SERVICOS DE TELECOMUNICACOES S.A
Q3: WASTED TECH,3301,SE,103,44.010416666666664,Telia Company AB
Q3: WASTED TECH,10099,HK,103,59.73939393939394,China Unicom Global
Q3: WASTED TECH,38855,TW,103,0.0,STUIX Route Servers
Q3: WASTED TECH,8151,MX,100,17.737254901960785,UNINET
Q3: WASTED TECH,4713,JP,99,31.183505154639178,NTT Communications Corporation (OCN)
