asn,count,cone,name
28136,9,0,SPACnet - Projetos Avançados em Computação
24406,9,0,China Internet Network Infomation Center
52583,9,0,A.S.S. TELECOM TELECOMUNICACOES LTDA
16931,9,0,"Global Payments, Inc."
271627,9,0,ZAP TELECOM EIRELI
54538,9,0,PALO ALTO NETWORKS
34019,8,25612,Hivane Association
25091,8,24306,IP-Max SA
38001,8,8007,NewMedia Express Pte. Ltd.
8708,8,532,DIGI ROMANIA S.A.
28917,8,517,"Fiord Networks, UAB"
20804,8,499,Exatel S.A.
3786,8,456,LG DACOM Corporation
17676,8,377,SoftBank Corp.
271253,8,361,LINK BRASIL TELECOMUNICACOES LTDA
34984,8,333,Superonline Iletisim Hizmetleri A.S.
45820,8,315,Tata Teleservices ISP
38158,8,292,PT Cyberindo Aditama
7303,8,286,Telecom Argentina S.A.
62081,8,283,Stowarzyszenie e-Poludnie
2516,8,267,KDDI Corporation
269194,8,232,ST1 INTERNET
28146,8,186,MHNET TELECOM
5603,8,163,"Telekom Slovenije, d.d."
58715,8,150,EARTH TELECOMMUNICATION (Pvt) LTD.
15694,8,148,Atman Sp. z o.o.
52573,8,136,Une Telecom Ltda
703,8,98,Verizon Business - APAC
133296,8,96,Web Werks India Pvt. Ltd.
394684,8,94,GOLD DATA USA INC
28186,8,86,ITS TELECOMUNICACOES LTDA
12735,8,83,TurkNet Iletisim Hizmetleri A.S.
37613,8,78,DOLPHIN TELECOMMUNICATION LIMITED
45305,8,77,PT Lintas Data Prima
139317,8,74,Ningbo Dahuamao Information Technology Co Ltd
39386,8,68,Saudi Telecom Company JSC
9848,8,60,SEJONG NETWORKS
196695,8,56,NetOne Rus JSC
15994,8,54,A1 Hrvatska d.o.o.
30058,8,54,FDCservers.net
3204,8,52,xTom OU
61621,8,49,Norte.Net Telecomunicações Ltda
7342,8,48,VeriSign Infrastructure & Operations
43668,8,46,"""AS43668"" LLC"
9381,8,46,HKBN Enterprise Solutions HK Limited
46450,8,46,"Pilot Fiber, Inc."
8926,8,46,Moldtelecom SA
58945,8,44,Virgo Communication Ltd
28458,8,44,IENTC Telecom
51847,8,42,Nearoute Limited
30823,8,41,aurologic GmbH
21559,8,38,OSNET
24088,8,34,Hanoi Telecom Joint Stock Company - HCMC Branch
19905,8,33,"Vercara, LLC"
53427,8,32,TGLOBAL NETWORKS
17054,8,30,Expedient
36352,8,28,HostPapa
6057,8,27,Administracion Nacional de Telecomunicaciones
55821,8,27,"RADIUS TELECOMS, INC."
12337,8,26,noris network AG
24173,8,25,Netnam Company
265144,8,24,MCD INFORMATICA E TELECOMUNICACOES LTDA - ME
18013,8,23,ASLINE LIMITED
17625,8,22,BlazeNet's Network
12200,8,22,Rackspace Hosting
53587,8,21,"AZURE TECHNOLOGY CO., LIMITED"
29670,8,20,"Individual Network Berlin (""IN-Berlin"") e.V."
62610,8,20,Zenlayer Inc
273478,8,20,Sage Networks
7843,8,18,Charter Communications Inc
13768,8,18,Aptum Technologies
15943,8,17,wilhelm.tel GmbH
44356,8,17,Epsilon Telecommunications Ltd
44103,8,16,The Mastermind Holding B.V.
48964,8,16,"Private Enterprise ""Enterra"""
209307,8,16,LLC Cifrovie Seti Urala
6206,8,13,Netrouting B.V.
207113,8,13,Cyrus Mbitao trading as Wofbit Networks
9957,8,13,KINX
264344,8,12,AMAZONET TELECOMUNICACOES LTDA
7679,8,11,"QTnet,Inc."
138195,8,11,MOACK.Co.LTD
264562,8,10,Texnet
37349,8,10,Aptus Solutions Ltd
48635,8,9,CLDIN B.V.
14713,8,9,Hosted Backbone
18001,8,9,Dialog Axiata PLC.
13213,8,9,THG HOSTING LIMITED
60503,8,9,FNX Tecnologia LTDA
39216,8,8,AL-SARD FIBER Co.
263553,8,8,GIGANET INTERNET E INFORMATICA
16143,8,8,OOO NIIR-RadioNet
49505,8,8,JSC Selectel
262287,8,7,Latitude.sh LTDA
140096,8,7,"JINX CO., LIMITED"
54527,8,7,Astute Internet
134835,8,7,Starry Network Limited
23671,8,6,PT Sarana Insan Muda Selaras
61573,8,6,IP Telecom BR
12329,8,6,GLASFASER RUHR GmbH & Co. KG
140627,8,6,OneQode
48011,8,6,Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi
5377,8,5,Marlink AS
394625,8,5,WhiteLabel IT Solutions Corp
932,8,4,XNNET LLC
397373,8,4,H4Y Technologies LLC
47775,8,4,"JSC ""Ufanet"""
21723,8,4,GOCO TECHNOLOGY LIMITED PARTNERSHIP
200462,8,4,"Lennart Seitz trading as ""ETH-Services"""
263928,8,3,JBMNET TELECOM
50131,8,3,Spartan Host Ltd
208621,8,3,LogicForge Limited
131659,8,3,NETEASE
5065,8,3,Bunny Communications
50477,8,3,Svyaz-Energo Ltd.
979,8,3,NetLab Global
267056,8,3,EVEREST RIDGE DO BRASIL LTDA
205460,8,2,LLC Svyaz Invest
44056,8,2,Trytek LLC
48610,8,2,Bykov Roman Andreevich
56701,8,2,"LLC ""AVANTA TELECOM"""
59711,8,2,HZ Hosting Ltd
39832,8,2,Opera Norway AS
63731,8,2,TIEN PHAT TECHNOLOGY CORPORATION
16491,8,2,"ViaSat, Inc."
210667,8,2,Adam Goodenough
137557,8,2,"International gateway co., Ltd"
47689,8,2,"Pudu, LLC"
136841,8,2,PT Mitra Telemedia Manunggal
52705,8,2,FRANET TELECOM
61610,8,2,ELEA DATA CENTERS
43045,8,2,Svyaz-Holding Ltd.
28469,8,2,AT&T COMUNICACIONES DIGITALES S DE RL
57304,8,1,RETN Russia
31029,8,1,M-REAL NET Ltd.
200736,8,1,MEDIANET INVEST AE
25145,8,1,TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.
47388,8,1,Dante International SA
58084,8,1,Newcontact ltd.
31445,8,1,Fiberax Networking&Cloud Ltd.
200000,8,1,Hosting Ukraine LTD
215207,8,1,Henrik Van Tassell
22717,8,1,Halliburton Company
6620,8,1,"AMA Communications, LLC"
58065,8,1,Orion Network Limited
11228,8,1,ARINC INCORPORATED
11878,8,1,"tzulo, inc."
400317,8,1,GoldConnect
212238,8,1,Datacamp Limited
57174,8,1,Nets and Services JCS
21030,8,1,Docker LTD
23487,8,1,CONECEL
53845,8,1,"Broadband Dynamics, LLC"
28613,8,1,HUGHES TELECOMUNICACOES DO BRASIL LTDA.
49009,8,1,Freifunk Rheinland e.V.
47211,8,1,OOO Kolpinskie Internet-Seti
216324,8,1,Hyper Group Network Ltd.
204818,8,1,HOSTEUR SAS
58349,8,1,Elna Paulette Valentin trading as INNETRA PC
53334,8,1,"Total Uptime Technologies, LLC"
202498,8,0,T-MOB LLC
49813,8,0,Innova Co S.A.R.L.
14328,8,0,"R.R. Donnelley and Sons, Co."
58664,8,0,Adobe Systems India Pvt. LTD
46829,8,0,Lamhosting LLC
31362,8,0,NETPROTECT SRL
30337,8,0,Deloitte Services LP
202053,8,0,UpCloud Ltd
2639,8,0,ZOHO
264886,8,0,GD NET SOLUTION
39960,8,0,Barnes & Noble Inc.
25122,8,0,GULFSATCOMMUNICATIONS COMPANY K.S.C.
49362,8,0,DSV A/S
40663,8,0,IncogNet LLC
53168,8,0,Equatorial Energia
10212,8,0,China Enterprise ICT Solutions Limited
11251,8,0,Disney Streaming Services
29357,8,0,OOredOO Kuwait NMTC
61189,8,0,Elkdata OU
11245,8,0,The Goodyear Tire & Rubber Company
52917,8,0,SPACE NET SERV. DE TELECOMUNICAÇÃO EM INF. LTDA-ME
53991,8,0,Acronis
215248,8,0,Bastiaan Mathijs Brink
3738,8,0,State Street Bank and Trust Company
14969,8,0,JANE STREET
11993,8,0,BANCO DO BRASIL S.A.
28492,8,0,"Softtek Servicios Corporativos, S.A. de C.V."
214161,8,0,Rafael Perzaada
212532,8,0,XIAO YANG WEN RUI
56201,8,0,"Zoho Corporation Pvt. Ltd,"
53616,8,0,Asymptote Network LLC
266196,8,0,BRASCOM SOLUCOES E TECNOLOGIA LTDA ME
17466,8,0,Genpact India Private Limited
208915,8,0,HYPERLXC MEDICAL LTD
148000,8,0,BHARAT PUBLIC DNS (1.10.10.10)
328126,8,0,Orange Tunisie
22103,8,0,"Nextiva, Inc."
62731,8,0,247RACK.com
32319,8,0,"Marqeta, Inc."
395717,8,0,"Wasabi Technologies, Inc."
60022,8,0,Sona Network B.V.
265605,8,0,VELOCOM SA DE CV
263511,8,0,Saveincloud Hospedagem na Internet Ltda
207104,8,0,"""BiZone"" LLC"
270644,8,0,Lagoanet Telecomunicações
3455,8,0,Liberty Mutual Group
23036,8,0,"Northwest Minnesota Special Access, LLC"
4549,8,0,"ESPN, Inc."
24151,8,0,China Internet Network Infomation Center
13524,8,0,Arrow Electronics
6810,8,0,"""Bezeq""- THE ISRAEL TELECOMMUNICATION CORP. LTD."
4862,8,0,Orange Business AS for Asia
212336,8,0,ByteVirt LLC
136975,8,0,Global Technology
8399,8,0,SEWAN SAS
13659,8,0,INTERTECH CORPORATION
18214,8,0,TELUS INTERNATIONAL
206604,8,0,Bilotserkovets Oleksandr
213176,8,0,Check Point Software Technologies Ltd
57883,8,0,NITAET
46269,8,0,"UKG Kronos Systems, LLC"
204384,8,0,"LLC ""OTT UKRAINE"""
18701,8,0,ConocoPhillips Company
63402,8,0,Universal Orlando
50427,8,0,Orion Telecom LLC
19512,8,0,Lyondell Chemical Company
395266,8,0,"Keysight Technologies, Inc"
26344,8,0,"Real Page, Inc."
215502,8,0,Xing Qingyu
269038,8,0,IDX DATA CENTERS & IT SERVICES S.A.
2571,8,0,DHL Information Services (Europe) s.r.o
6,8,0,"ATOS IT Solutions and Services, Inc."
201341,8,0,"trafficforce, UAB"
396417,8,0,"Salesforce, Inc."
394409,8,0,"Power Engineers, Inc."
40526,8,0,"Gap, Inc. Direct"
205275,8,0,ROMARG SRL
18434,8,0,"Fidelity National Information Services, Inc."
18608,8,0,"PALADYNE SYSTEMS, LLC"
207941,8,0,JITEN PATHY
399275,8,0,Solid Systems LLC
215595,8,0,SparkTech LTD
54778,8,0,Broadway Technology LLC
142553,8,0,Airs Project Private Network Main
34164,8,0,Akamai International B.V.
132829,8,0,Nevigate Communications (S) Pte Ltd
140915,8,0,Xiang Xuanchen
393559,8,0,"WEBBING USA, INC."
17978,8,0,SERVCORP AUSTRALIAN HOLDINGS LTD
24409,8,0,China Internet Network Infomation Center
136093,8,0,PT Mitra Lintas Multimedia
54900,8,0,Alianza Inc.
52903,8,0,Sglinknet Telecomunicacoes Ltda-ME
39264,8,0,Region Svyaz Konsalt LLC
213550,8,0,Jon Radel
4868,8,0,"Pioneer Hi-Bred International, Inc."
138005,8,0,LENOVO (AUSTRALIA & NEW ZEALAND) PTY LIMITED
48739,8,0,SPUTNIK LLC
139138,8,0,"Gopay Information Technology Co.,Ltd"
269704,8,0,GL FIBRA
31499,8,0,Ekaterinburg-2000 LLC
22135,8,0,Skechers USA
40776,8,0,TaoNet
206805,8,0,"LLC ""T1Cloud"""
214344,8,0,Hanxun Xu
47168,8,0,"LLC ""Lenvendo-Soft"""
265447,8,0,ROMÃO E CARVALHO COMUNICAÇÃO E MULTIMÍDIA LTDA ME
396856,8,0,"Sharon Networks, LLC"
57898,8,0,DNS Retail Ltd.
22775,8,0,Moore Capital Management
3911,8,0,"Micron Technology, Inc."
30614,8,0,"Dell, Inc."
17060,8,0,NBCUniversal
398833,8,0,Bombardier Inc.
33891,7,33990,Core-Backbone GmbH
50673,7,24388,Serverius Holding B.V.
394256,7,3043,Tech Futures Interactive Inc.
852,7,2131,TELUS Communications Inc.
2119,7,2047,Telenor Norge AS
201054,7,893,Stowarzyszenie e-Poludnie
50263,7,590,A-Systems Sp. z o.o.
6327,7,533,Shaw Communications
9121,7,489,Turk Telekom
50607,7,422,Stowarzyszenie e-Poludnie
2497,7,412,Internet Initiative Japan Inc.
3326,7,406,Datagroup PJSC
7029,7,335,Windstream Communications LLC
15412,7,314,Flag Telecom UK Limited
55410,7,313,Vodafone Idea Ltd
24785,7,308,Joint Transit (Broadband Hosting B.V.)
34872,7,294,Servperso Systems
20115,7,269,Charter Communications LLC
1031,7,227,PEER 1031 LLC
45296,7,220,PT Rabik Bangun Nusantara
9050,7,202,Orange Romania S.A.
8881,7,194,1&1 Versatel GmbH
32098,7,182,Flō Networks (Transtelco Inc.)
11664,7,177,Techtel LMDS Comunicaciones Interactivas S.A.
269096,7,173,NORTH TECNOLOGIA
21949,7,159,Beanfield Technologies Inc.
150178,7,155,EXABYTE LTD
8551,7,152,Bezeq International Ltd.
17378,7,130,"TierPoint, LLC"
8953,7,119,Orange Romania S.A.
8262,7,107,Evolink EAD
262907,7,105,Brasil TecPar
24534,7,105,PT Trans Hybrid Communication
2686,7,99,"AT&T Enterprises, LLC"
137366,7,98,PT iForte Solusi Infotek
3741,7,92,Dimension Data
136557,7,81,Host Universal Pty Ltd
262761,7,79,Sinal Br Telecom Ltda
35661,7,71,VIRTUA SYSTEMS SAS
13194,7,68,"UAB ""Bite Lietuva"""
63927,7,68,RISE
29838,7,67,"Atlantic Metro Communications II, Inc."
8452,7,65,Telecom Egypt
9505,7,65,Taiwan Internet Gateway
28173,7,59,Dinamica Telecomunicacoes Ltda
17433,7,57,Hytron Network Services Limited
5713,7,55,Telkom SA Ltd.
4780,7,53,Digital United Inc.
45558,7,47,Myanmar Posts and Telecommunications 
5391,7,47,Hrvatski Telekom d.d.
8283,7,46,Netwerkvereniging Coloclue
266445,7,46,SEA TELECOM LTDA
50581,7,42,Ukrainian Telecommunication Group LLC
24875,7,41,NovoServe B.V.
11967,7,39,Hop179 LLC
28158,7,38,Ampernet Telecomunicações Ltda
138997,7,36,Eons Data Communications Limited
20771,7,35,Caucasus Online Ltd.
49981,7,34,WorldStream B.V.
41039,7,32,"Timer, LLC"
37497,7,32,Network Platforms (PTY) LTD
266525,7,30,Eurocorp Vialux Internet Eireli
27947,7,30,Telconet S.A
13999,7,30,"Mega Cable, S.A. de C.V."
267469,7,29,W8 Telecom Ltda - ME
264293,7,29,Smart Solucoes em Telecomunicacoes
15704,7,28,XTRA TELECOM S.A.
397423,7,27,Tier.Net Technologies LLC
34772,7,27,NEOTEL AD Skopje
136255,7,26,Mytel Myanmar
7311,7,26,Frontier Networks Inc
12615,7,25,Global Communication Net Plc
4618,7,25,Internet Thailand Company Limited
2852,7,25,CESNET z.s.p.o.
14080,7,25,Telmex Colombia S.A.
8048,7,24,"CANTV Servicios, Venezuela"
35133,7,24,Eranium B.V.
23961,7,24,"Misaka Network, Inc."
12387,7,24,TON Total optical Networks AG
23470,7,23,ReliableSite.Net LLC
9038,7,23,Al Bahrainia al Urdunia Liltaknia Wa Alitisalat Plc. Co
10396,7,20,"DATACOM CARIBE, INC."
56911,7,20,Warian S.R.L.
28968,7,19,"JSC ""Evrasia Telecom Ru"""
49304,7,18,SAKURA LINK LIMITED
18747,7,18,IFX Corporation
264984,7,17,CLICKIP PROVEDORES DE ACESSO LTDA
264943,7,17,VIARAPIDA TELECOMUNICAÇÕES LTDA - ME
32217,7,17,GPIEX INC
61599,7,17,EAI TELECOMUNICACOES LTDA
47794,7,17,Etihad GO Company For communications
59105,7,17,Home NOC Operators Group
43766,7,16,Zain Saudi Arabia
3225,7,15,Bonline aka GULF communications
56665,7,14,Proximus Luxembourg S.A.
19318,7,14,"Interserver, Inc"
39120,7,14,Convergenze S.p.A.
31257,7,14,Orion Telecom LLC
37035,7,13,MIC TANZANIA LTD
30990,7,13,Djibouti Telecom SA
41960,7,13,Nextpertise B.V.
37273,7,13,Bandwidth and Cloud Services Group Ltd
16504,7,12,Granite Telecommunications LLC
35487,7,12,"Misaka Network, Inc."
47122,7,12,CYBERFIRST LLC
35614,7,12,Therecom Ltd
215120,7,12,Evolus IT Solutions GmbH
267484,7,11,CABONNET INTERNET LTDA
28210,7,11,GIGA MAIS FIBRA TELECOMUNICACOES S.A.
34056,7,11,Kyiv Optic Networks ltd
200590,7,11,NLS Kazakhstan LLC
31252,7,11,StarNet Solutii SRL
18530,7,11,"Isomedia, Inc."
23033,7,10,Wowrack.com
6400,7,10,Claro Dominican Republic
215467,7,9,Skhron OU
262427,7,9,Invista Net Provedor de Acesso Ltda
135423,7,9,Total Information Management Corporation
139831,7,9,DITO TELECOMMUNITY CORP.
7642,7,9,DHIVEHI RAAJJEYGE GULHUN PLC
13979,7,9,"AT&T Enterprises, LLC"
9873,7,9,"Lao Telecom Communication, LTC"
42291,7,8,OOO Istranet
17497,7,8,Liasail Global Hongkong Limited
18186,7,8,Nebula Global LLC
56308,7,8,Telekomunikasi Indonesia International Pte. Ltd.
23889,7,8,Mauritius Telecom Ltd
48642,7,7,K TELECOM LLC
200612,7,7,Gulf Bridge International Inc.
35196,7,7,FIRST SERVER LIMITED
18187,7,7,Ignite Telecommunications Inc
50867,7,7,HOSTKEY B.V.
137983,7,7,TIANFENG (HONG KONG) COMMUNICATIONS LIMITED
58807,7,7,China Mobile International Limited
137969,7,7,HONG KONG BRIDGE INFO-TECH LIMITED
8860,7,6,Delta HighTech Ltd.
62275,7,6,NHM - S.R.L.
140224,7,6,Nebula Global LLC
43440,7,6,Digitale Suisse AG
34602,7,6,MEGASVYAZ LLC
6315,7,6,"XMission, L.C."
19366,7,6,Fibertown Data Centers
37619,7,5,Broadband Systems Corporation
6660,7,5,VODAFONE ENTERPRISE EQUIPMENT LIMITED
27715,7,5,Locaweb Serviços de Internet S/A
141968,7,5,PT Industri Kreatif Digital
20773,7,5,Host Europe GmbH
29169,7,5,GANDI SAS
41564,7,5,Orion Network Limited
33991,7,5,Igra-Service LLC
266602,7,5,ODATA S.A.
50187,7,5,BaikalWestCom
31229,7,4,Beyond.pl sp. z o.o.
50010,7,4,Omani Qatari Telecommunication Company SAOC
46261,7,4,"QuickPacket, LLC"
216211,7,4,CYBERVERSE LLC
139628,7,4,"Mega Truenet Communication Co., Ltd."
28118,7,4,ALTICE DOMINICANA S.A.
202673,7,4,Ohz Digital S.L.
51790,7,4,"SIEL, d.o.o."
6653,7,4,Vero Broadband
50254,7,4,Sky Engineering LLC
61010,7,3,IPNET OOO
44854,7,3,Arend Brouwer
8801,7,3,Rocket Fibre Ltd
62246,7,3,WJY Limited
151338,7,3,PoloNetwork Limited
151326,7,3,DCConnect Communication Pte. Ltd.
50469,7,3,Peer Kohlstetter trading as Hessenkom GmbH & Co. KG
8304,7,3,Ecritel SASU
3132,7,3,Red Cientifica Peruana
14522,7,3,Satnet
48096,7,3,Enterprise Cloud Ltd.
62390,7,3,NexonHost Srl
37371,7,3,Hormuud Telecom Somalia INC
35574,7,3,SED Multitel s.r.l.
35526,7,3,Smart Technology LLC
39279,7,3,Information Technology and Cyber Security Service
200303,7,3,LUMASERV
11888,7,3,"Television Internacional, S.A. de C.V."
35908,7,2,Krypt Technologies
36868,7,2,Rogers Capital Technology Services Ltd
50877,7,2,Airbeam S.r.l.
7162,7,2,Scala Data Centers / UNIVERSO ONLINE S/A
209181,7,2,Zenex 5ive Limited
51375,7,2,STC BAHRAIN B.S.C CLOSED
215703,7,2,FREAKHOSTING LTD
209824,7,2,Georg Kroeber
209604,7,2,2E TELEKOMUNIKASYON LTD STI
32415,7,2,C3
24811,7,2,Joint Stock Company Kuzbassenergosviaz
5662,7,2,Warner Bros. Discovery
5539,7,2,SpaceNet AG
264010,7,2,Polli Telecom
212567,7,2,Freie Netze Muenchen e.V.
43278,7,2,Castles LLC
58172,7,2,Freedom Data Centers LLP
44416,7,2,Satellite Net Service LLC
7522,7,2,"STNet, Incorporated"
39156,7,2,First Telecom Ltd
33480,7,2,Web Werks
47236,7,2,CityLink Ltd
58580,7,2,Fastrack Technology
25220,7,2,equada network GmbH
204508,7,2,Gatterer Manuel trading as MLGT
45287,7,2,PT Varnion Technology Semesta
264459,7,2,NET ALTERNATIVA PROVEDOR DE INTERNET LTDA - ME
268191,7,2,MARTINS INFORMATICA E TELECOMUNICAÇÕES LTDA-ME
139648,7,2,PacketStream Korea
15967,7,2,Nazwa.pl Sp.z.o.o.
15447,7,2,CM.com N.V.
199163,7,2,DATAGROUP Operations GmbH
201789,7,2,NETOPS B.V.
265691,7,1,WI-NET TELECOM S.A.C.
61317,7,1,Hivelocity LLC
4773,7,1,M1 Limited
8241,7,1,Nets and Services JCS
13750,7,1,"Transaction Network Services, Inc."
131418,7,1,SHOPEEPAY JOINT STOCK COMPANY
22616,7,1,"ZSCALER, INC."
131219,7,1,Indosat Singapore Pte. Ltd.
29182,7,1,JSC IOT
54681,7,1,Lucy Rose
272836,7,1,CALA SERVICIOS INTEGRALES E.I.R.L.
50763,7,1,Robert McKay
35032,7,1,"LLC SIP ""NIS"""
31059,7,1,"SIA ""AVELACOM"""
206383,7,1,VOXLAN LTD.
45839,7,1,Shinjiru Technology Sdn Bhd
39134,7,1,EDINAYA SET LIMITED LIABILITY COMPANY
24084,7,1,"PLOT NO: 3A, SECTOR 126, SEZ, NOIDA"
196938,7,1,Krastelecom Ltd
209155,7,1,Onehostplanet s.r.o.
20598,7,1,Cybercloud Platform Limited
6128,7,1,Cablevision Systems Corp.
216107,7,1,Noah van der Aa trading as Frumentum Media
205495,7,1,"OOO ""L-Telecom"""
45815,7,1,ESDS Software Solution Limited.
49888,7,1,Ultranet Sp. z o.o.
34352,7,1,MSN Telecom LLC
35793,7,1,Acronis International GmbH
264398,7,1,Neonet Telecom
212123,7,1,Jori Vanneste
12488,7,1,Krystal Hosting Ltd
262978,7,1,Centro de Tecnologia Armazem Datacenter Ltda.
17088,7,1,"Currenex, Inc."
146950,7,1,Haruue Network Limited
9680,7,1,HiNet Service Center in U.S.A
200315,7,1,NetConnect Innovations LLC
45187,7,1,Rackspace IT Hosting AS IT Hosting Provider Hong Kong
22687,7,1,L3 NETWORKS INC
43927,7,1,HOSTERION SRL
42038,7,1,Krivets Sergey Sergeevich
52091,7,1,Level-MSK Ltd.
50313,7,1,TESLATEL LLC
4749,7,0,WiseTechGlobal Pty Ltd
48305,7,0,Noraina Ltd
264049,7,0,TELECOMUNICACOES ALARCAO E FERNANDES LTDA - ME
59449,7,0,Mitja Herbaj
11939,7,0,"THE MATHWORKS, INC."
5774,7,0,United States Postal Service
42228,7,0,Brightstar Limited
36306,7,0,Stanford Hospital and Clinics
48438,7,0,Corbina Telecom Llc.
35350,7,0,UCB Pharma S.A.
52878,7,0,REDE DE TELECOMUNICAÇÕES CARAJAS LTDA
216052,7,0,Craig Schulz
7524,7,0,"ITEC HANKYU HANSHIN CO.,LTD."
215899,7,0,Justas Gudynas
19886,7,0,"Bank of America, National Association"
205783,7,0,IDEMIA POLAND Sp. z o.o.
262590,7,0,NET ON LINE LTDA
21886,7,0,"Ricoh USA, Inc."
63949,7,0,Akamai (Linode)
401215,7,0,MITCHELL PLASTICS
51309,7,0,Joint Stock Company Interfax
56851,7,0,PE Skurykhin Mukola Volodumurovuch
6468,7,0,Easylink Services Corporation
42339,7,0,Chaika Telecom Petersburg Limited Company
26277,7,0,ServerPoint.com
53571,7,0,PRECISION CASTPARTS CORP
59116,7,0,AIG Technologies KK
16625,7,0,"Akamai Technologies, Inc."
26685,7,0,Franklin Resources
271549,7,0,NOVA UNIAO TELECOM LTDA
11396,7,0,Williams Information Technology LLC
43937,7,0,Playtech Estonia OU
47589,7,0,VIVA Kuwait (STC)
270792,7,0,Link Net
263620,7,0,Sertaonet Internet Provider LTDA-ME
393330,7,0,Circana LLC
265855,7,0,LEGON TELECOMUNICACIONES SAS
202032,7,0,GOLINE SA
40513,7,0,"Edge Technology Group, LLC"
207852,7,0,Yonghan Ching
21534,7,0,"BroadSoft, Inc."
198167,7,0,Apptc.me s.r.o.
262608,7,0,Vapt Solucoes Tecnologicas Ltda
264863,7,0,New Help Telecomunicaçoes Ltda-Me
14650,7,0,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR
4243,7,0,"Wells Fargo Bank, N.A."
268817,7,0,Acelera Telecom
26931,7,0,"Schonfeld Strategic Techworx, LLC."
30320,7,0,"Kia America, Inc."
395973,7,0,Google LLC
204789,7,0,BIZBETA LTD
58411,7,0,Gateway Technology Development Limited
399885,7,0,Evans & Sutherland Computer Corporation
59253,7,0,Leaseweb Singapore Pte. Ltd.
63410,7,0,PrivateSystems Networks
44493,7,0,Chelyabinsk-Signal LLC
997,7,0,Beyotta Services LLP
149746,7,0,PT Blip Integrator Provider
62958,7,0,ADT LLC
19377,7,0,Cloud Carib Limited
216056,7,0,Jingqiu Xu
263210,7,0,HV TELEVISION S.A.S
25234,7,0,"ACTIVE 24, s.r.o."
19115,7,0,Charter Communications LLC
23532,7,0,IOVZ NETWORKS INC
262693,7,0,WCOM COM E SERV TELECOM LTDA
209300,7,0,Wende Tan
214483,7,0,FiberPower LLC
21509,7,0,"Apollo Management, L.P."
52180,7,0,Nikolay Victorovich Kucheruk PE
8092,7,0,"Access Media Holdings, LLC"
395366,7,0,"McKinsey & Company, Inc."
54155,7,0,"Green Cloud Technologies,LLC"
2003,7,0,Electric Power Research Institute
57910,7,0,"Soluciones Corporativas IP, SL"
22787,7,0,ARRIS Enterprises LLC
11528,7,0,Photronics Inc.
398962,7,0,CONTROLD INC.
16645,7,0,"EPIQ Systems, Inc"
132146,7,0,Rich Top EC Limited
7726,7,0,FedEx Internet Technologies Corporation
25350,7,0,Nuovo Pignone International S.r.l
210352,7,0,Yijia Xu
17210,7,0,"Everywhere Wireless, LLC"
206980,7,0,AntiDDoS Solutions LLC
36776,7,0,Five9 Inc.
5537,7,0,"JSC ""RU-CENTER"""
21412,7,0,"UAB ""Cgates"""
398699,7,0,Cisco Systems Inc
22808,7,0,"LION RESOURCES, INC."
42612,7,0,DinaHosting S.L.
205394,7,0,CSL (DualCom) Limited
7721,7,0,Qin Cloud Networks
60142,7,0,NXP Semiconductors Netherlands B.V.
32461,7,0,"ARE-East River Science Park, LLC"
262579,7,0,GE Network Provedor de Internet LTDA
271068,7,0,Rede Free - Internet Wi-fi
60476,7,0,LLC VK (Digital Transformation Plus LLC)
207314,7,0,CHIU NGAI MAN
19661,7,0,"Susquehanna International Group, LLP"
22598,7,0,"ALENCO COMMUNICATIONS, INC"
53020,7,0,IDT Brasil Telecomunicações Ltda.
133865,7,0,"Beijing IQIYI Science & Technology Co., Ltd."
134078,7,0,NETPLUZ HOLDINGS PRIVATE LIMITED
32312,7,0,"Telecommunication Systems, Inc."
23197,7,0,"Genesys Laboratories Canada, Inc."
213535,7,0,YottaSrc
141995,7,0,Contabo Asia Private Limited
56741,7,0,"JSC ""Gloria-Jeans"""
138699,7,0,TikTok Pte. Ltd.
58385,7,0,PT Bank Syariah Mandiri
215039,7,0,Nodesty LLC
201511,7,0,ScPA Starline LLC
6253,7,0,The Prudential Insurance Company of America
262578,7,0,EASY EMBRANET SERVIÇOS DE COMUNICAÇÃO LTDA
398969,7,0,"Sphere Entertainment Group, LLC"
397849,7,0,ZOHO
37406,7,0,RCS-Communication
38090,7,0,pearlabyss
1294,7,0,NTT DATA Services Holdings Corporation
55032,7,0,The Jackson Laboratory
61098,7,0,Exoscale (Akenes SA)
13729,7,0,Fidessa Corporation
269502,7,0,TECHNET COMUNICACAO MULTIMIDIA LTDA
29988,7,0,Rogers Communications Canada Inc.
39753,7,0,Kai Liu
138096,7,0,PT Informasi Nusantara Teknologi
8069,7,0,Microsoft Corporation
35271,7,0,"JSC ""AVIEL"""
152918,7,0,Liberally Network LLC
48031,7,0,Ivanov Vitaliy Sergeevich
393891,7,0,Nutrien
398549,7,0,Zero Attack Vector LLC
26651,7,0,CareFusion Corporation
18874,7,0,"Maxar Technologies, Inc."
62005,7,0,BlueVPS OÜ
45432,7,0,Tech Mahindra Limited
207300,7,0,Stephane Blondeau
53620,7,0,"Pinterest, Inc."
57573,7,0,"JSC ""Greenatom"""
207740,7,0,Youssef Hamed
